0.147356744,-0.153750473,0.045165353,0.167981066,-0.045358542,-0.212645092,-0.058426209,0.017145985,-0.236330033,0.141202037,0.156117514,-0.230574837,-0.084641647,0.306156128,-0.244445015,-0.087607732,0.137130122,0.302199091,-0.003239064,-0.090223684,-0.151805319,0.348060018,0.193976284,-0.159076801,-0.190701245,-0.032779679,-0.024214743,-0.009021189,0.079704293,0.134065016,-0.091562891,-0.02479565,-0.010878069,-0.05817677,-0.101126862,-0.06769734,0.291643329,0.049527598,0.011687749,-0.04316451,-0.073940939,0.183572901,0.014574915,-0.061839866,0.062403311
0.147032129,-0.15361497,0.046345826,0.178458428,-0.006892945,-0.187959322,-0.006533628,0.041334441,-0.038234497,0.02556654,-0.020524271,-0.051270491,-0.117180381,-0.114337814,0.138183095,0.12605074,-0.063136236,0.073957305,-0.074225522,0.095812381,-0.060460956,-0.145987284,-0.007504154,-0.039739813,0.382371018,-0.271961374,-0.05218756,-0.037037056,-0.002630452,-0.136422263,0.077258728,0.167720971,0.106213699,0.059539404,0.370964437,-0.145753732,0.396818039,0.095657528,0.075914644,0.245648093,-0.092874764,-0.212166733,-0.133180979,-0.089005901,0.057189427
0.147133737,-0.146145088,0.056933283,0.178798239,0.004705278,-0.203771287,0.001627156,0.042833915,0.032063358,-0.081712719,-0.027171966,-0.126797369,-0.172362281,0.032418252,0.054657511,0.091343297,-0.17433761,-0.032498335,0.117610124,0.012104232,-0.148702879,-0.020536406,-0.143295356,0.076927737,0.039885504,-0.053231177,0.293792221,0.195595044,-0.285916646,0.019795941,0.004224335,-0.01030032,-0.17304072,0.084597314,-0.028377423,0.009558851,-0.134470777,0.348954286,-0.108701642,-0.165942807,0.512970938,0.140698865,-0.032667484,0.016980975,-0.067994874
0.147367483,-0.149061037,0.057159193,0.176996623,-0.004159817,-0.187181011,0.036450626,0.069022443,-0.030608387,-0.046852335,0.018743459,-0.028860675,-0.075582772,-0.045373058,0.091479461,0.089777493,0.051140369,-0.134862645,-0.055741662,0.09915606,-0.119317721,0.017581127,-0.150005493,0.076173954,0.069329223,0.001128577,-0.153917769,0.081981819,-0.007274472,-0.202544183,0.02538186,-0.226979508,0.061323388,-0.202260216,0.009683582,0.058609981,-0.187905749,-0.146618529,0.130400387,-0.285124969,-0.368136732,0.261265685,-0.255169501,0.416450236,0.033488164
0.147171031,-0.149194929,0.045680328,0.176463136,-0.01935643,-0.202949972,0.039343497,0.041865686,-0.09400015,0.017061219,0.066108402,-0.102084257,-0.144336025,-0.005363977,-0.00120448,0.040615961,-0.0878177,-0.131324601,-0.010958321,-0.147733347,0.037460279,0.018617967,-0.15586323,0.054530671,-0.048321785,0.116896337,0.010030189,-0.053684377,0.0310146,0.052666731,-0.101313341,0.263012673,-0.070105088,-0.107959194,-0.149644135,-0.014908727,-0.390350488,-0.22842273,-0.395593949,0.224995758,-0.200094653,-0.264765954,-0.05612453,-0.266579114,0.135185117
0.146759248,-0.152265862,0.029938022,0.178150781,-0.056613572,-0.185521563,0.009537262,0.021414769,-0.180198406,0.084389841,0.032940158,0.081400187,0.004711308,-0.222468019,0.046008221,0.013346577,0.078795646,-0.005893066,-0.258243119,0.005945259,-0.088556729,-0.060180703,-0.051888704,0.026759757,-0.172327789,0.150624844,0.132090795,-0.048708872,0.272354739,0.006328243,0.192535913,-0.034803914,-0.008421369,0.037166239,0.032963269,0.164876944,-0.098270461,-0.124372323,0.420875253,-0.017232804,0.173356149,-0.184409525,0.418750236,-0.035538948,-0.199640404
0.146558625,-0.15264856,0.043790769,0.18143277,-0.015233119,-0.158701636,0.004854803,0.052804352,0.025269273,-0.102520398,-0.088800638,-0.044082632,0.047441228,0.02218453,0.024012098,0.078665921,-0.218416997,-0.040573445,0.349139537,0.190854079,0.370528137,-0.184161664,0.228404014,0.07380896,-0.152223578,0.108450006,-0.154998122,-0.357802406,-0.022750329,-0.02649148,-0.183752824,-0.166102877,0.075640077,0.252308836,-0.149636441,-0.039267354,0.102793416,-0.064389516,-0.010974596,0.115165787,0.013156991,0.077183871,0.104197186,0.118724489,-0.152055497
0.147463413,-0.153537289,0.050634658,0.173571027,0.007530539,-0.09774489,-0.010391587,-0.03207414,0.176840794,-0.144277406,-0.382286918,0.326053994,0.270692276,0.075203366,-0.046400766,-0.323677434,0.237294744,-0.1188201,0.135408311,-0.159505036,-0.192215263,0.038538033,0.062916877,0.02414478,0.039226527,-0.227945312,-0.07164774,0.097638515,-0.110277499,0.09204499,-0.124754639,0.029564682,0.090810331,0.01329808,-0.102038679,-0.072938334,-0.137719059,0.198318582,0.124482635,0.089703994,-0.151013407,-0.079086196,0.144743086,-0.04715918,0.014392045
0.1480127,-0.156538659,0.050308809,0.169511455,-0.001462058,-0.075841797,0.027323526,-0.026380043,0.088425615,-0.06634522,-0.12972623,0.178105151,0.243616725,0.012975792,0.002261725,-0.218515866,0.09203867,0.015091731,-0.17080288,-0.062671957,0.420733815,-0.085970986,-0.014829694,-0.125041663,-0.023017783,0.182885015,-0.005276684,0.158142613,0.077511496,0.069379409,0.245437614,0.033863081,-0.0787786,-0.107291586,0.183156032,0.124719552,0.235259725,-0.173602969,-0.289431028,-0.177219939,0.201023261,0.135763081,-0.166782754,-0.042234452,0.133697304
0.146467147,-0.155306058,0.023969535,0.109903527,-0.048798903,0.383090869,0.017975042,-0.313358187,-0.172824686,-0.139510059,-0.288360126,0.196447878,-0.085953673,0.037803474,-0.32468968,0.593240562,0.032992259,0.097124868,0.045640497,-0.116646315,0.053812464,0.077034965,-0.06728005,-0.014223945,0.002903606,0.01603325,0.062440065,0.053322356,0.030805021,-0.036571316,0.019927559,0.027989284,0.047652986,0.032972084,0.005176042,0.00258849,0.007802708,-0.028361411,-0.003739426,-0.031396725,-0.033085767,-0.003476698,-0.006769206,0.006995195,-0.012860058
