-0.706033945,-1.270817161,-0.806380987,-3.214277744,-0.948485613,1.032376528,0.082534924,0.193870589,1.513899207,-1.294551492,1.19463551,1.056172013,0.432835221,-1.121332765,0.7779
-0.735764682,-0.766835988,-1.032261372,-2.867204905,-0.052393436,1.152397037,0.294525087,0.239547953,1.266236663,-1.341351748,1.294999361,1.10859406,0.432835221,-1.121332765,0.1781
-0.83225131,-0.761827886,-0.97732681,-2.080502033,0.164327249,1.232410669,0.082534924,0.056838479,1.549279571,-1.013750315,1.19463551,1.10859406,0.585789919,-1.121332765,0.1116
-1.023657203,-1.44436872,-0.519769967,-0.705695212,-0.541915715,1.152397037,0.400520176,0.102515846,1.478518844,-0.873349786,1.044089675,0.951327801,0.534805,-1.121332765,0.1569
-1.267078996,-2.173175812,-0.02150186,0.758473098,-1.441450477,1.072383404,1.354475975,0.056838479,1.407758117,-0.966950178,0.843362033,0.741639495,0.279880524,-1.121332765,0.4688
-1.243216991,-2.627691984,-0.502257705,1.072906137,-2.467767715,1.272417545,-0.235450342,0.056838479,2.363028049,-0.218147084,0.692816257,0.689217389,0.432835221,-1.121332765,0.4001
-0.699019313,-0.338436335,-1.040005803,-2.395432711,0.069157936,1.352431178,0.188530013,0.148193225,1.44313848,-1.154150963,1.044089675,0.898905754,0.330865413,-1.036390781,0.2679
-0.763566315,-0.326763779,-0.945567071,-2.148135424,0.072776966,1.352431178,0.188530013,0.102515846,1.478518844,-0.686149001,1.044089675,0.898905754,0.432835221,-1.036390781,0.225
-0.919196188,-1.029399514,-0.374050796,-1.304880142,-0.407448977,1.272417545,-0.765425742,0.148193225,1.513899207,-0.358547658,0.893543899,0.846483648,0.534805,-1.036390781,0.2187
-1.164258361,-1.775368214,0.280561537,0.275670737,-0.961601138,1.152397037,-0.659430683,0.193870589,1.513899207,-0.45214805,0.692816257,0.689217389,0.381850332,-1.036390781,0.1081
-1.449315548,-2.52022934,0.975786448,2.15354538,-1.55362308,1.112390161,-0.553435624,0.102515846,1.832322478,-0.405347854,0.742998183,0.741639495,0.534805,-1.036390781,0.4076
-1.353555441,-2.635668755,0.473006517,1.805558443,-1.843407989,1.152397037,-0.87142086,-0.03451626,2.009224415,-0.124546707,0.793180108,0.951327801,0.891699314,-1.036390781,0.435
-1.186773419,-2.451180696,-0.658886194,-0.762105942,-1.7939955,1.592472076,0.612510383,-0.03451626,1.584659934,0.577456176,0.090633139,0.322262764,0.483820111,-1.014332771,0.4848
-0.680400431,-0.785982072,-0.456475914,-0.320783228,0.007136843,1.592472076,-0.341445416,0.01116111,1.620040298,-0.171346903,0.391724676,0.37468484,0.126925841,-0.940663218,0.0156
-0.816655695,-0.724116385,-0.131805956,-1.180157065,0.362847418,1.392437935,-0.87142086,0.056838479,1.620040298,-0.124546707,0.441906601,0.531951129,0.432835221,-0.975168049,0.8094
-0.985321224,-1.162101626,0.422452688,-0.532464921,0.109298579,1.352431178,-0.659430683,-0.03451626,1.761561751,-0.171346903,0.391724676,0.427106917,0.279880524,-0.975168049,0.4114
-1.220080495,-1.697247744,1.06206727,0.467185676,-0.363692194,1.312424302,-0.341445416,-0.03451626,1.973843932,-0.218147084,0.441906601,0.479529023,0.330865413,-0.975168049,0.6333
-0.811708868,-1.716833234,-1.176009893,-1.738735914,-1.11766386,0.872349322,1.77845633,0.285225332,1.053954482,-1.294551492,1.445545077,1.265860319,0.636774838,-1.164143443,0.6817
-0.951952457,-2.043659925,-0.832793117,-0.170649439,-1.074562192,0.952362955,1.884451389,0.330902696,1.44313848,-1.200951099,1.345181227,1.213438272,0.636774838,-1.164143443,0.6662
-1.39923799,-3.604469061,0.151089683,2.074630022,-4.529797077,1.152397037,1.036490679,-0.171548367,2.256886959,-0.545748413,0.692816257,0.584373176,0.126925841,-1.164143443,0.7576
-1.357138753,-3.533111811,-0.02240799,1.054744601,-4.553843021,1.392437935,1.036490679,-0.171548367,1.867702842,-0.218147084,0.542270482,0.427106917,0.075940937,-1.164143443,0.0262
-1.391478896,-3.223731756,-0.24649258,1.024486423,-3.78710556,1.5524652,0.824500501,-0.171548367,1.33699739,-0.311747462,0.341542751,0.322262764,0.075940937,-1.121332765,0.2675
-1.501694918,-2.678303242,-0.515570462,1.94226861,-2.221403122,1.592472076,0.824500501,-0.125871003,1.230856299,-0.03094632,0.140815064,0.217418566,0.228895634,-1.164143443,0.1082
-1.056762457,-2.373509884,-0.087119207,0.39237684,-1.684999108,1.152397037,-0.341445416,0.193870589,1.407758117,-0.592548609,0.943725824,0.794061542,0.381850332,-1.121332765,0.2256
-1.581414223,-2.942785978,0.961360455,2.843539238,-2.379195929,1.192403913,0.506515265,-0.03451626,1.655420661,-0.779749393,0.592452407,0.479529023,0.02495604,-1.121332765,0.6587
-1.494234562,-3.255578041,0.707086027,2.378488302,-3.377762556,1.112390161,-0.553435624,-0.125871003,1.938463569,-0.686149001,0.692816257,0.689217389,0.330865413,-1.121332765,0.5818
-1.371389389,-3.433551073,0.080521218,0.892081082,-4.319732189,1.272417545,1.036490679,0.01116111,1.903083205,0.296655029,0.492088526,0.584373176,0.432835221,-1.121332765,0.4777
-1.505185962,-2.919505358,-0.413025409,1.770453095,-2.281344652,1.632478833,0.082534924,-0.262903094,1.195475936,0.343455225,-0.009730712,0.164996475,0.279880524,-1.088482976,0.1276
-1.604824185,-2.869263887,-0.372311264,2.163955927,-1.787327886,1.752499342,0.718505442,-0.354257852,1.230856299,0.624256372,-0.009730712,0.269840658,0.534805,-1.121332765,0.0763
-1.691506982,-2.891677618,-0.264660507,2.322630882,-1.601466537,1.832512975,1.884451389,-0.399935216,1.266236663,0.764656961,-0.110094562,0.164996475,0.432835221,-1.164143443,0.6767
-0.870806217,-1.069751978,-0.702716887,-0.66953361,-0.704916537,1.352431178,-0.129455253,-0.03451626,1.33699739,-0.82654959,0.592452407,0.479529023,0.02495604,-1.036390781,0.0261
-1.279785156,-2.259940863,0.790849864,0.272626579,-1.442411065,1.352431178,0.506515265,-0.171548367,1.690801024,-0.639348805,0.391724676,0.269840658,-0.077013753,-1.060789347,0.1324
