51,98,198
44,98,227
27,92,206
11,70,218
10,100,209
0,70,137
14,100,193
13,100,200
0,98,255
0,84,255
0,100,255
51,14,163
30,24,222
29,36,164
13,20,174
10,100,195
0,90,175
14,100,192
13,100,200
0,100,220
10,25,255
20,32,255
45,94,156
49,94,236
22,84,186
17,32,235
30,72,221
0,98,130
27,60,205
28,72,208
0,100,255
10,100,255
10,88,255
