0.066337473,-0.349527212,-0.270063502,-0.288675136,-0.254912047,1.107940053,-1.02813862,1.61936939
-1.192949015,-1.224613569,-0.270063502,-0.288675136,-0.920697586,-0.691085476,-0.991068207,2
-0.652990461,-0.844141196,-0.270063502,-0.288675136,-0.550034697,1.755027501,-1.027648477,2
-0.015132824,-0.311479975,-0.270063502,-0.288675136,2.811474395,1.643865668,-1.02813862,1.098270922
-1.157797566,-1.18656628,-0.270063502,-0.288675136,-0.009426524,-0.691085476,0.272359643,2
-1.112679911,-1.757274789,-0.270063502,-0.288675136,-0.869962411,-0.691085476,-1.02813862,2
-0.46503132,0.411417381,-0.270063502,-0.288675136,-0.025105196,-0.691085476,-0.357286003,2
-1.08802699,-0.691952297,-0.270063502,-0.288675136,1.116836754,-0.691085476,0.375426167,2
-0.375445031,-0.844141196,-0.270063502,-0.288675136,1.454459226,1.487550741,-1.027993559,2
-0.478963425,-0.121243839,-0.270063502,-0.288675136,-0.993969727,-0.691085476,1.265226855,2
-0.099406714,-0.311479975,-0.270063502,-0.288675136,0.302922865,1.199149256,-1.02813862,2
-0.109232459,0.221181245,-0.270063502,-0.288675136,0.162579849,-0.691085476,1.286541587,0.935567826
0.161219149,0.221181245,-0.270063502,-0.288675136,-0.200036695,1.490003185,-1.02813862,2
-0.912752556,-1.376802416,-0.270063502,-0.288675136,-0.148014465,-0.691085476,0.093369772,2
-0.871061991,-0.311479975,-0.270063502,-0.288675136,-0.187436155,-0.653267508,-0.947874782,-0.357406563
-0.667284868,-0.501716111,-0.270063502,-0.288675136,-0.427422442,-0.691085476,-0.42904258,-2
0.452110026,-0.501716111,-0.270063502,-0.288675136,-1.845046209,0.319126512,-0.909193049,-2
-0.882636842,-1.414849603,-0.270063502,-0.288675136,-0.006798411,-0.691085476,-0.509792332,-2
-1.106323385,-1.757274789,-0.270063502,-0.288675136,-1.495282216,-0.40813414,-1.027763888,-2
-0.820789348,-1.224613569,-0.270063502,-0.288675136,0.971759535,1.776161942,-1.02813862,-2
-0.579029102,-0.311479975,-0.270063502,-0.288675136,-0.102922532,-0.691085476,-0.935397128,-2
-0.535775509,0.753842466,-0.270063502,-0.288675136,-0.818291196,-0.509885891,1.239428124,-2
-0.246459176,0.56360633,-0.270063502,-0.288675136,0.666412446,-0.66076794,1.453275362,-2
-1.131211934,-0.159291077,-0.270063502,-0.288675136,0.31563141,-0.691085476,1.486727859,-0.673972844
-0.726617739,-0.882188382,-0.270063502,-0.288675136,2.20340833,1.667033121,-1.02813862,-2
-0.63204997,-0.691952297,-0.270063502,-0.288675136,-0.02076701,1.737418756,-1.02813862,-2
-0.859770169,-0.844141196,-0.270063502,-0.288675136,0.879172566,1.735163692,-1.027828139,-2
-0.70385481,0.56360633,-0.270063502,-0.288675136,1.648903561,0.150310042,-1.02813862,-0.62182873
-1.124406189,-1.072424619,-0.270063502,-0.288675136,-0.054950475,-0.691085476,-0.185041013,-2
